title,url,note
"???? 호국보훈의 달 기념 이벤트!

미추홀구에서는 호국보훈의 달을 맞아
수봉공원의 현충시설을 소개하는
퀴즈 이벤트를 준비했습니다.

수봉공원의 현충시설을 살펴보고
아래 퀴즈의 정답을 맞혀주세요!
참여해주신 분들 중 총 40분을 추첨하여
5천 원 상당 음료 기프티콘을 드립니다!

?? <퀴즈>
Q. 다음 중 수봉공원에 없는 현충시설은 무엇일까요?
1?? 현충탑
2?? 무공수훈자 공적비
3?? 제2차 인천상륙작전 전승비
4?? 월남전 참전기념탑

? 이벤트 참여 방법
1. 미추홀구 인스타그램 팔로우

2. 이벤트 게시글 좋아요

3. 댓글로 퀴즈 정답 작성

?? 당첨자 발표는 개별 DM으로 안내드립니다.

?? 이벤트 기간
2025.06.09.(월) ~ 2025.06.25.(수)
?? 당첨자 발표
2025.06.27.(금)",https://www.instagram.com/p/DKrE3hfSS_D/,피드
"청년도 어르신도 함께하는 미추홀구 자원봉사 2탄~

지금 바로
1365 자원봉사포털!!
??www.1365.go.kr

#미추홀구 #이재용 #핀아 #머리어깨무릎발 #머리어깨무릎발챌린지 #자원봉사 #1365 #미추홀구종합자원봉사센터 #미추홀구_자원봉사",https://www.instagram.com/reel/DF7OvDju5dP/,릴스
"??이재용×김기환의 [미추홀 동네 한 바퀴] 1화 퀴즈 이벤트??

미추홀구 유튜브 [미추홀릭TV]에서
""이재용×김기환의 [미추홀 동네 한 바퀴] 1화""를 시청하시고,
아래 퀴즈의 정답을 댓글로 남겨주세요!

Q. 미추홀구 숭의역과 인하대역을 잇는 산책로가 있는 도시 숲의 이름은?
[HINT] 수인선 0000

1??미추홀구 유튜브 [미추홀릭TV] 구독하기
2??""이재용×김기환의 [미추홀 동네 한 바퀴] 1화"" 시청 후 좋아요 누르고, 영상 댓글에 퀴즈 정답 남기기
?? 영상 보러 가기 : https://youtu.be/py7ERQBYwH8
(프로필 링크를 통해 영상을 확인하실 수 있습니다!)

3??네이버 폼에 응답 작성 후 구독 인증샷 업로드하면 이벤트 참여 완료!
?? 네이버 폼 링크 : https://naver.me/GuDVCnz0

?참여기간 : 2025년 12월 10일(수) ~ 2025년 12월 16일(화)
?이벤트 경품 : 20명 추첨 후 5천원 상당의 모바일 음료 기프티콘 지급
?당첨자 발표 : 2025년 12월 18일(목) 미추홀릭TV 유튜브 게시판 게시 예정

*당첨자 발표 후 3일 이내 상품이 발송될 예정입니다*

#미추홀구 #인천미추홀구 #동네한바퀴 #미추홀구명소 #인천명소 #수인선바람길숲 #수봉산 #수봉공원 #아리마을 #아리마을어울림공간양지탕 #아리마을벽화골목 #미추홀릭tv #이재용 #김기환",https://www.instagram.com/p/DSGr8_5kkKm/,피드
"??2025 수봉산 페스티벌??
올가을, 음악과 추억이 함께하는 특별한 축제! ??

?? 수봉공원 인공폭포 일대
?? 10.18(토) ~ 10.19(일) | 15:00~20:30

?10.18(토) 
요기조기 음악회, 인천 펜타포트 슈퍼루키 공연
개막 축하공연: 백지영, 육중완 밴드
?10.19(일) 
미추홀 구민 가요제??
폐막 축하공연: 장민호, 경서

?? 체험부스 & 포토존 & 푸드트럭까지!
가을밤을 물들이는 환상적인 공연과 함께 즐겨보세요 ??

#수봉산페스티벌 #인천페스티벌 #인천여행 #가을축제 #야외공연 #인천핫플 #미추홀구 #수봉공원",https://www.instagram.com/p/DPBL9B9Enxc/,피드
"??이짜나언짜나??와 함께하는 ??미추송 챌린지?? 이벤트!
지역도, 나이도 상관없이 흥만 있다면 OK! 여러분의 Nice한 순간을 미추송으로 표현하고 선물 받아가세요!

? 참가자격
? 남녀노소 누구나(지역 및 연령 제한 없음)
? 개인/팀 응모 가능
? 춤 실력 상관없이 열정만 있다면 OK!!
*동일인의 중복 참여는 불가합니다*

? 참여 방법
1.미추홀구 공식 인스타그램 계정을 팔로우 하고 기재된 링크 or QR코드를 통해 [미추송] 음원을 다운받는다.
??미추송 음원 다운로드 : https://naver.me/5173UNgg
2.[미추송]을 활용해 30초 이상 분량의 자유로운 챌린지 숏폼 영상을 촬영한다.
3.챌린지 영상을 #미추홀구 #미추송챌린지 해시태그와 함께 자신의 개인 SNS(인스타그램or유튜브)에 게시한다.
4.네이버 폼에 참여자 정보 및 자신의 SNS에 게시한 챌린지 영상 링크를 기재하여 제출한다. (9월 1일 09:00 오픈예정)
?? 네이버 폼 링크 : https://naver.me/5pqwPTdH

? 상품 지급
?? “선착순 참가자 30명”에게 3만원 상당의 배달앱 기프티콘 지급??
*챌린지 참여 및 챌린지 영상 확인 후 3일 이내 지급*

? 참여기간
9월 1일 (월) ~ 9월 19일 (금)

? 유의 사항
? 이벤트 참여 전 미추홀구 공식 인스타그램 계정 @michuhol_gu 팔로우 필수!
? [미추송] 음원을 필수로 사용해야 합니다.
? 참가자는 제시된 네이버 폼을 꼭 작성해주시기 바랍니다.
? SNS에 게시된 영상을 확인할 수 있도록 “전체 공개”된 영상 링크를 제출해주시기 바랍니다. *부분공개 시 이벤트 참여 불가
? 주최측이 참가자에게 연락을 취할 수 없는 경우, 혹은 챌린지 영상 확인 전 영상 게시가 중단된 경우 상품 지급이 어렵습니다.
? 여러분들이 참여한 챌린지 영상은 “미추홀구 채널”에서 활용될 예정입니다.

#미추홀구 #미추송챌린지 #댄스챌린지 #챌린지 #이짜나언짜나 #미추홀미디어문화축제 #이벤트",https://www.instagram.com/reel/DN7SeCYjGEi/,릴스
"청년도 어르신도 함께하는 미추홀구 자원봉사~

지금 바로 
1365 자원봉사포털!!
??www.1365.go.kr

#미추홀구 #핀아 #자원봉사 #아파트 #apt #로제 #아파트챌린지 #1365 #미추홀구종합자원봉사센터 #미추홀구_자원봉사",https://www.instagram.com/reel/DFFPgbNyQDn/,릴스
"??2025 제22회 미추홀미디어문화축제 개최!??

좋은 건 다 같이 알고, 모두 함께 즐기기 위해 준비했습니다!
인하대 학생들이 전하는 <미추홀미디어문화축제 Lesson> 듣고 가세요!

올해로 22회를 맞이하는 ?미추홀미디어문화축제?가 오는 9월 20일 ~ 21일 양일간
미추홀구청 운동장 일원에서 진행됩니다!

다채로운 볼거리와 체험행사로 눈과 귀 모두 호강할 수 있는 ?미추홀미디어문화축제?에 꼭 함께해주세요!

??행사 개요
?일시 : 2025.09.20.(토) ~ 2025.09.21.(일)
?장소 : 미추홀구청 운동장 일원

??내용??
??무대공연
(토) 13 : 30 ~ 20 : 30
(일) 14 : 00 ~ 20 : 30

??체험행사??
15 : 00 ~ 18 : 00

[미디어&플레이!]
- 미디어아트터널
- 미디어 파사드
- 미디어 나눔버스
- 점자 스티커 만들기
- 인천마불
- 인공지능놀이터
- AI 캐리커쳐
- 드론 체험
- 3D 소품 만들기
- 인생네컷

[키즈존]
- 에어바운스

[푸드존]
- 음식부스(토/일)
- 주류부스(일)

?연계 행사
?주민자치어울마당(토/일)
?미추홀 음식문화 어울림 한마당(토)
?나이스미추마켓(토/일)
?그린 페스티벌(토)
?사회 복지 박람회(일)

#미추홀구 #미추홀미디어문화축제 #미추홀구축제",https://www.instagram.com/reel/DOnYB54FCXL/,릴스
"안녕하세요. 미추홀구 시민리포터 김광석입니다.
미추홀구에 거주하며 사진 작업을 하고 있는 로컬 사진작가로서, 우리 동네에 숨겨진 다양한 매력을 더 많은 분들과 나누고 싶다는 마음으로 이번 콘텐츠를 기획하게 되었습니다.
그 시작으로 미추홀구의 시작과도 같은 제물포역 인근을 살펴보며, 때로는 따뜻하고 때로는 재미있는 풍경을 사진가의 시선으로 담아보았습니다.
영화 <써니>와 <신세계>의 촬영지로 이름난 제물포시장은 물론, 19세기부터 인천의 주요 관문 역할을 해온 제물포역 주변까지 거닐며 마치 과거로 시간여행을 떠나는 듯한 매력을 느낄 수 있었습니다.
오랜 세월이 겹겹이 쌓여 자칫 ‘낡음’으로 여겨질 수도 있지만, 저는 이 또한 살아 숨 쉬는 오늘의 오후라는 점에서 우리 동네의 특별한 아름다움이 드러난다고 생각합니다.
앞으로도 이 매력을 많은 분들과 함께 나누고 싶습니다.
#pov #미추홀구 #제물포 #제물포역 #동네사진 #동네풍경 #제물포시장 #우리동네 #골목감성",https://www.instagram.com/reel/DFoktsPsrXa/,릴스
"??
매서운 한파가 지나갔지만 여전히 추운 겨울입니다....!
추위엔 역시 뜨끈한 국물이 생각나기 마련인데요.

그래서 준비했습니다!
♨겨울철 뜨끈하게 속을 채워줄
미추홀의 국물 맛집!??

??오목골 즉석메밀우동(석정로142)
??부영선지국(장천로14번길 20)
??용동칼국수(경인로325번길 22-24 개풍빌딩)
??풍전식당(남주길 5)
??박진형순대국(매소홀로 421 거성빌딩 1층)

여러분이 알고 계신 국물 맛집도 추천해 주세요!
뜨끈한 국물과 함께 추위를 이겨내 보자구요~???♀?",https://www.instagram.com/p/DEwj4-WSvuM/,피드
"??미추송 챌린지 공무원 pick

이짜나 언짜나 미추송챌린지 
제 22회 미추홀구 미디어문화축제에서도 만나볼 수 있습니다
?? 일시: 2025.9.20.(토) 19시 30분~20시

#이짜나언짜나 #미추홀구 #미추홀미디어문화축제 #미추홀구운동장 #미추송챌린지",https://www.instagram.com/reel/DOfdlo6jAv-/,릴스
